title,overview,release_date,runtime,genres,poster,vote_average,popularity,category
신과함께-인과 연,"천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다. 하지만 강림은 원귀였던 수홍을 자신들의 마지막 귀인으로 정한다. 저승법 상 원귀는 소멸되어야하나 염라대왕은 새로운 조건을 내걸며 강림의 제안을 수락한다. 염라의 조건은 성주신이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것. 허춘삼을 데리러 이승으로 내려간 해원맥과 덕춘, 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하는데...",2018-08-01,141,"액션, 모험, 판타지, 스릴러",https://image.tmdb.org/t/p/w500/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg,8.052,5.9395,MOVIE
신과함께-죄와 벌,"살인, 나태, 거짓, 불의, 배신, 폭력, 천륜 7개의 지옥에서 7번의 재판을 무사히 통과한 망자만이 환생하여 새로운 삶을 시작할 수 있다. 화재 사고 현장에서 여자아이를 구하고 죽음을 맞이한 소방관 자홍, 그의 앞에 저승차사 해원맥과 덕춘이 나타난다. 자신의 죽음이 아직 믿기지도 않는데 덕춘은 정의로운 망자이자 귀인이라며 그를 치켜세운다. 저승으로 가는 입구, 초군문에서 그를 기다리는 또 한 명의 차사 강림, 그는 차사들의 리더이자 앞으로 자홍이 겪어야 할 7개의 재판에서 변호를 맡아줄 변호사이기도 하다. 염라대왕에게 천년 동안 49명의 망자를 환생시키면 자신들 역시 인간으로 환생시켜 주겠다는 약속을 받은 삼차사들, 그들은 자신들이 변호하고 호위해야 하는 48번째 망자이자 19년 만에 나타난 의로운 귀인 자홍의 환생을 확신하지만, 각 지옥에서 자홍의 과거가 하나 둘씩 드러나면서 예상치 못한 고난과 맞닥뜨리는데…",2017-12-20,139,"액션, 모험, 드라마, 판타지, 스릴러",https://image.tmdb.org/t/p/w500/z54zrEXAKd5u1SCPNOIAKgvGXte.jpg,8.062,6.8785,MOVIE
신기전,"1448년, 세종 30년. 조선의 새로운 화기 개발을 두려워 한 명 황실은 극비리에 화포연구소를 습격하고 연구소 도감 ‘해산’은 신기전 개발의 모든 것이 담긴 ‘총통등록’과 함께 외동딸 ‘홍리’를 피신시키고 완성 직전의 ‘신기전’과 함께 자폭한다. 계획이 실패로 돌아가자 명은 대규모 사신단으로 위장한 무장세력을 급파해 사라진 ‘총통등록’과 ‘홍리’를 찾기 시작하는데…",2008-09-04,134,"액션, 모험, 역사",https://image.tmdb.org/t/p/w500/863GjRsIE2YRfom07WkTbCeDfny.jpg,6.407,1.2937,MOVIE
신라의 달밤,"십년전, 전설적인 고교 짱 최기동(차승원 분)과 소심한 모범생 박영준(이성재 분)은 경주 지역으로 수학여행을 떠난다. 그리고 휘엉청 달이 밝은 운명의 그날 밤, 두 사람은 평생 잊을 수 없는 사건을 겪게 되고, 우연히 10년만에 경주에서 맞딱드린 기동과 영준. 고교시절 ‘전설의 짱’ 최기동은 다혈질 체육선생이 되어 있고, 소심한 모범생 ‘왕따’ 박영준은 엘리트 깡패가 되어 나타난다. 그 옛날의 전설적인 사건을 되새기며 반갑게 악수하는 그들의 양손에는 어느덧 힘이 들어가기 시작한다.  그녀는 홀연히 나타났다. 슬픈 눈으로 우는가 하면 어느덧 그 눈으로 웃음 짓는 민주란! 그녀가 깡패같지 않은 깡패와 선생같지 않은 선생사이에서 관심 갖는 남자라고는 오로지 철부지 남동생 민주섭!(이종수 분) 영준의 후계자가 되고 싶은 주섭이는 기동 학교의 소문난 문제아. 과연 깡패와 선생 중 그들의 어떤 사랑법이 주란의 마음을 차지할 수 있을 것인가? 영준을 노리는 일당에게 주란이 납치 당하는 사건이 일어나고 설상가상으로 영준의 조직이 붕괴되는 곤경에 몰리는데 홀연단신으로 적지에 떨어진 영준과 사랑과 우정사이에서 갈등하는 기동. 그리고 이들을 바라보는 한 여자 민주란 과연 이들과 경주의 미래는 어떻게 전개 될 것인가.",2001-06-23,119,"코미디, 드라마",https://image.tmdb.org/t/p/w500/4Dg9CBPn3uXE5pWFlideHCfPFIp.jpg,6,1.1806,MOVIE
신부수업,"여름만 지나면 신부수업 완성!...그러나!! 순풍에 돛 단 듯 착착진행 중인 일등급 신학생 규식(권상우)의 신부수업. 한달만 지나면 고대하던 신부서품이다. ""성모님 이제 정말 얼마 안 남았어요..."" 감격도 잠시, 교황이 성축한 귀한 '성작'을 깨뜨리는 대형사고를 친 규식은 날라리 신학생 선달과 함께 치욕스런 '영성강화훈련'의 주인공이 된다!  시한폭탄 같은 그녀에게 첫 키스를 빼앗기다니! '영성강화훈련'을 명 받은 곳은 변두리 작은 성당. 그러나 성경책보다 연장을 가까이 하는 이상한 남신부(김인문), 미저리 같은 김수녀(김선화), 말썽꾸러기 동네 꼬마 녀석들까지 뭔가 조짐이 안 좋은데.. 다음날 아침 경건한 마음으로 새벽기도를 드리던 규식 앞에 상상치도 못한 사건이 벌어진다. 술 취해 잠든 여자를 쫓으려다 그만... 첫 입술을 빼앗기게 된 것!",2004-08-05,109,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/3MBPoJZ7Arw4Gk7MZM1Lafm4j55.jpg,6.5,1.3469,MOVIE
신의 한 수: 귀수편,바둑으로 모든 것을 잃은 아이 귀수. 유일하게 기대던 스승 허일도마저 잃고 홀로 살아남아 세상을 향한 복수를 계획한다. 운명의 선택은 신의 놀음판에 있다. 자신을 사지로 내몬 냉혹한 내기바둑판으로 뛰어든 귀수는 전국을 돌아다니며 귀신 같이 바둑을 두는 자들과 대결을 펼치는데… 사활을 건 대결! 신의 한 수를 다시 두시겠습니까?,2019-11-07,106,"범죄, 액션",https://image.tmdb.org/t/p/w500/205K07RJ2e7cscv794tGPRTU8uR.jpg,7,1.8383,MOVIE
신이 보낸 사람,"1급 정치범으로 아내와 함께 수용소에 끌려갔던 철호(김인권 분). 자신의 목숨은 건졌지만 아내를 잃고, 혼자 살아남은 것에 대한 죄의식을 떨쳐 내지 못한다. 2년 만에 고향 땅으로 돌아온 철호는 죽은 아내와의 마지막 약속을 지키기 위해 마을 사람들을 데리고 남조선으로의 탈북을 결심한다. 하지만 탈북을 준비하던 중 철호는 1급 정치범으로 또 다시 고발당하게 되고, 자유를 찾아 탈북을 결심하게 된 마을 사람들 역시 국경경비대에 잡혀갈까 두려움에 떨게 된다. 설상 가상으로 마을 사람들을 원조 해주던 중국 선교사와의 연락도 두절되면서 준비해오던 탈북 계획에 차질이 생기게 되는데…",2014-02-13,112,드라마,https://image.tmdb.org/t/p/w500/bNgquNM3xmzf8u5nHFSOySkyVgW.jpg,4,0.8439,MOVIE
실미도,"북으로 간 아버지 때문에 연좌제에 걸려 사회 어느 곳에서도 인간대접 받을 수 없었던 강인찬은 어두운 과거와 함께 뒷골목을 전전하다가 살인미수로 수감된다. 그런 그 앞에 한 군인이 접근, 나라를 위해 칼을 잡을 수 있겠냐는 엉뚱한 제안을 던지곤 그저 살인미수일 뿐인 그에게 사형을 언도한다. 누군가에게 이끌려 사형장으로 향하던 인찬, 그러나 그가 도착한 곳은 인천 외딴 부둣가. 그곳엔 인찬 말고도 상필, 찬석, 원희, 근재 등 시꺼먼 사내들이 잔뜩 모여 있었고, 그렇게 1968년 대한민국 서부 외딴 섬 실미도에 기관원에 의해 강제차출된 31명이 모이게 되는데...",2003-12-24,135,"액션, 드라마",https://image.tmdb.org/t/p/w500/xKGjBFfzoip0fTT7JNjF9bd6Dru.jpg,7.135,2.7599,MOVIE
심야카페: 미씽 허니,"부산 산복지구대의 냉미녀 경찰, 윤. 파스타집 오너 셰프 다정한 연인, 태영.  누구 봐도 행복한 커플 윤과 태영은 결혼을 앞두고 있다.  누구보다 행복해야 할 결혼식 당일. 태영이 아무 연락도 없이 나타나지 않는 대참사를 겪게 된다.  갑자기 사라진 연인 태영의 행방이 묘연한 가운데 윤은 태영이 사라진 마지막 장소에서 수상한 지도를 발견한다. 지도를 따라간 윤은 평소에는 전혀 보지 못했던 카페를 발견하게 되는데…  마스터부터 손님까지 모두 수상하기만 한 ‘심야카페’에서 윤은 드디어 사라진 연인 태영을 만나게 된다. 하지만 태영은 자신을 알아보지 못하고 어딘지 어려보이기까지 하는데…  “저기.. 혹시 지금이 몇 년도인가요?”",2022-11-17,102,판타지,https://image.tmdb.org/t/p/w500/xG8r9CdFLKMb9A5gn0YXfQ2AVBD.jpg,7.2,2.7096,MOVIE
심장이 뛴다,"한 중년 여성이 뇌사상태로 병원에 실려오고, 심장병 딸에게 이식할 심장을 애타게 찾던 연희(김윤진)는 양아치 아들 휘도(박해일)에게 거액을 주며 매달린다. 그러나 엄마가 쓰러진 진짜 이유가 하나 둘 밝혀지면서 휘도는 뒤늦게 사력을 다해 엄마를 살리려 하고, 절박해진 연희는 급기야 위험한 사람들과 손을 잡는데...",2011-01-05,114,"드라마, 액션, 로맨스",https://image.tmdb.org/t/p/w500/eIjQUq8Tbrja4edoFwOJ3cQXw7l.jpg,6.4,0.9734,MOVIE
싱글즈,"29살 나난 (장진영 분). 머리에 동전 크기만한 원형 탈모를 발견한, 불길함이 엄습하는 어느 날. 몇 년째 믿고 사귀던 애인이 던지는 일방적인 한마디, 우리 그만 헤어져. 하늘이 무너져도 솟아날 구멍이?... 없다. 회사에는 떡 하니 붙은 좌천 공고. ""디자이너 나난 a 레스토랑 매니저"" 이건 바로 회사에서도 짤리는 소리. 아, 억울해. 이대로 당할 수 만은 없다. 심호흡 한번 크게 하고 입술을 꽉 물고는 상무실을 박차고 들어간다.  나난의 친구인 워킹우먼 동미(엄정화 분). 오는 남자 마다 않고 가는 남자 잡지 않는 자유롭고 개방적인 그녀. 하지만 화통한 성격으로 일도 잘하고 이성, 동성 친구 많은 멋진 Girl이다. 이런 그녀에게 회사 일을 빌미로 느끼하게 작업을 걸어오는 팀장이 있었으니. 어느 날 회의실에서 작업을 거는 팀장, 그러자 동미는 ""저도 팀장님을 위해 특별히 준비한 액션 플랜이 있는데..."" 라며 그의 바지를 벗기고...",2003-07-11,110,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/txaTpprn5MzXnxvsEBARpjPJ7DO.jpg,6.4,0.9851,MOVIE
싸움의 기술,"맞고 사는 게 일과인, 쉼 없이 구타를 유발시키는 소심한 부실고딩 송병태. 안 맞고 사는 평안한 삶을 꿈꾸며 온갖 책을 독파했으나 하루 하루가 고난의 연속이다. 그러던 어느 날, 대명 독서설 특실 B호에 기거 중인 한 낯선 남자를 발견하는데... 놀라운 어록들과 고수의 포스! 드디어 그 분이 오셨다!",2006-01-05,100,"액션, 코미디",https://image.tmdb.org/t/p/w500/268I7aDEtw4V56BKMncYgqZtN7b.jpg,6.1,1.0872,MOVIE
쌍화점,"격정의 고려말, 왕과 왕의 호위무사 '홍림'. 원의 억압을 받던 고려 말, 친위부대 건룡위의 수장 '홍림'은 대내외적 위기에 놓인 왕을 보필하며 경계를 늦추지 않는다. 그러나 후사문제를 빌미로 원의 무리한 요구는 계속되고, 정체불명의 자객들이 왕의 목숨을 위협하자, 왕은 중대한 결정을 내리게 된다.  거부할 수 없는 선택, 엇갈린 운명. 왕의 명령이라면 목숨처럼 따르는 홍림, 왕은 고려의 왕위를 이을 원자를 얻기 위해 홍림에게 왕후와의 대리합궁을 명한다. 충격과 욕망이 엇갈린 그날 밤, 세 사람의 운명은 소용돌이 치기 시작하는데...",2008-12-30,132,드라마,https://image.tmdb.org/t/p/w500/fkugEylA1A8JZAdBmCWP6n1h4Rr.jpg,6.9,8.9388,MOVIE
써니,"전라도 벌교 전학생 나미는 긴장하면 터져 나오는 사투리 탓에 첫날부터 날라리들의 놀림감이 된다. 이때 범상치 않는 포스의 친구들이 어리버리한 그녀를 도와주는데… 그들은 진덕여고 의리짱 춘화, 쌍꺼풀에 목숨 건 못난이 장미, 욕배틀 대표주자 진희, 괴력의 다구발 문학소녀 금옥, 미스코리아를 꿈꾸는 사차원 복희 그리고 도도한 얼음공주 수지. 나미는 이들의 새 멤버가 되어 경쟁그룹 ‘소녀시대’와의 맞짱대결에서 할머니로부터 전수받은 사투리 욕 신공으로 위기상황을 모면하는 대활약을 펼친다. 일곱 명의 단짝 친구들은 언제까지나 함께 하자는 맹세로 칠공주 ‘써니’를 결성하고 학교축제 때 선보일 공연을 야심차게 준비하지만 축제 당일, 뜻밖의 사고가 일어나 뿔뿔이 흩어지게 된다.",2011-05-04,135,"드라마, 코미디",https://image.tmdb.org/t/p/w500/39fhpu9WfpvaEfE6UhuxaS93wOe.jpg,7.8,2.1588,MOVIE
썬데이 서울,"당신이 상상한 모든 것이 뒤집힐만한  기묘하고 즐거운 세상이 펼쳐진다!  평범한 고교생 덕규와 짱개 청년 진수의 눈에 비친  믿을 수 없는 사건들의 연속...  우연히 목격한 엽기 커플의 잔혹한 사랑담을 시작으로  생긴 것도 억울한데 왕따까지 당하는 반 친구 도연(봉태규 분)에게 일어난 엄청난 신체적 변화, 자장면 배달 갔던 사건현장에 처참하게 살해당한 채 버려진 연쇄살인마(박성빈 분)에게 일어난 끔찍한 사건, 그리고 고독과 번뇌 속에 무술을 연마하는 한 청년과 천재무술소녀(이청아 분)의 가슴 아픈 사랑을 차례차례 목격하면서  덕규와 진수는 자신들이 알고 있는 현실 이상의 것과 마주하게 되는데...",2006-02-09,95,코미디,https://image.tmdb.org/t/p/w500/7byPEh6JF1d9bbNKcGQOfJEhOl9.jpg,4,0.9513,MOVIE
썸,"사건 증거물인 100억대의 마약이 경찰호송 중 탈취되는 사건이 벌어진다. 경찰은 호송 담당자인 강력계 오반장(강신일 扮)을 용의자로 지목, 수사를 지시한다. 그러나 오반장이 진범이 아니라고 믿는 후배 형사 강성주(고수 扮)는 진범을 잡기 위해 용의자를 추적하지만 마약을 한 채 질주하던 그 용의자는 교통사고로 사망한다. 강성주는 용의자의 핸드폰에 남겨진 번호를 단서로 사건 추적에 들어가지만 다른 용의자들 또한 잇따라 사망하게 되고 사건은 점점 미궁 속으로 빠져든다.  한편, 강성주는 사건 추적 중, 용의자의 친구인 교통 리포터 서유진(송지효 扮)을 만나게 된다. 어딘가 낯설지 않은, 어디선가, 언제인가 본 적이 있다고 느끼는 두 사람의 첫 만남. 그리고 유진은 데자뷔를 통해 강성주의 죽음을 보게 되는데...  푸른 하늘에 검은 비가 내리는 도시. 서로 생명의 열쇠를 쥔 채 24시간 후 예정된 죽음을 향해 치달아 가는 두 남녀의 하루...",2004-10-22,118,"액션, 범죄, 미스터리",https://image.tmdb.org/t/p/w500/9d8nEGA3GP8jwpF4uLTOfIOMGb8.jpg,6.389,0.7673,MOVIE
쎄시봉,"한국 포크 음악계의 전설이 된 ‘트윈폴리오’에 제 3의 멤버가 있었다?!  한국 음악계에 포크 열풍을 일으킨 조영남, 이장희, 윤형주, 송창식 등을 배출한 음악감상실 ‘쎄시봉’, 젊음의 거리 무교동 최고의 핫플레이스였던 그곳에서 ‘마성의 미성’ 윤형주와 ‘타고난 음악천재’ 송창식이 평생의 라이벌로 처음 만나게 된다. ‘쎄시봉’ 사장은 이들의 가수 데뷔를 위해 트리오 팀 구성을 제안하고, 자칭 ‘쎄시봉’의 전속 프로듀서 이장희는 우연히 오근태의 중저음 목소리를 듣고 그가 두 사람의 빈틈을 채워줄 ‘숨은 원석’임을 직감한다. 기타 코드조차 제대로 잡지 못하는 ‘통영촌놈’ 오근태는 이장희의 꼬임에 얼떨결에 ‘트리오 쎄시봉’의 멤버로 합류하게 되고 그 시절, 모든 남자들의 마음을 사로잡은 ‘쎄시봉’의 뮤즈 민자영에게 첫눈에 반해 그녀를 위해 노래를 부르기로 결심하는데....  그 시절, 젊음의 거리 무교동을 주름잡던 음악감상실 ‘쎄시봉’`  모두의 마음을 사로잡은 단 한명의 뮤즈 그리고 잊지 못할 가슴 시린 첫사랑의 기억...",2015-02-05,122,"코미디, 로맨스, 드라마",https://image.tmdb.org/t/p/w500/fqwJGWrsJRZ95eddGrQn197Ejcz.jpg,6.9,3.934,MOVIE
아가씨,"어릴 적 부모를 잃고 후견인 이모부의 보호 아래 살아가는 귀족 아가씨에게 백작이 추천한 새로운 하녀가 찾아온다. 이모부의 서재에서 책을 읽는 것이 일상의 전부인 아가씨는  순박해 보이는 하녀에게 조금씩 의지하기 시작한다. 하지만 하녀의 정체는 유명한 여도둑의 딸인 소매치기 고아 소녀 숙희. 막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작의 제안을 받고  아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것. 드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데...",2016-06-01,144,"스릴러, 드라마, 로맨스",https://image.tmdb.org/t/p/w500/2as91uhVX6RjDQw3Y5pFWITv3iA.jpg,8.178,20.1561,MOVIE
아내가 결혼했다,"귀여운 외모와 넘치는 애교, 헌책을 사랑하는 지적인 면모와 남자 못지 않은 축구에 대한 지식과 열정을 가지고 있는 인아. 말까지 척척 잘 통하는 그녀를 만날수록 덕훈은 보통 여자와 다른 그녀의 특별한 매력에 점점 빠져든다. 그러나 평생 그녀만을 사랑하고픈 덕훈과는 달리, 덕훈을 사랑하지만 그’만’을 사랑하는 것은 아니며, 사랑하는 사람’들’과 사랑하며 살고 싶다는 너무나 자유로운 그녀. “하지만 지금 중요한 건 그녀가 나를 사랑한다는 것! 나를 사랑하는 한 그녀는 내꺼라는 것!”",2008-10-23,119,"로맨스, 코미디",https://image.tmdb.org/t/p/w500/arvX1qZWTj7FAbRB7hPBGfk6h2D.jpg,5.553,1.5991,MOVIE
아내의 애인을 만나다,"아내가 바람이 난 것 같다.  이제껏 인생 자체가 소심하기 짝이 없었던 나.  소일거리로 도장을 파며 하루하루 살고 있다.  어느 날, 아내의 불륜현장을 덮치고자 계획을 세운다.  택시 기사인 그놈의 집 근처를 배회하다가  손님을 가장해 그놈의 택시를 잡아타고 낙산까지 장거리를 제안한다.  흔쾌히 가자고 하는 그놈.  택시에 타자마자 나의 정체를 모르는 그놈은  세상에 사랑만 있을 뿐 불륜은 없다는 등 온갖 궤변을 늘어놓으며 아주 신이 났다.  아내의 애인과 드라이브를 하는 도중 여러 정황들과 맞닥뜨리게 된다.  때로는 어색한 적막감에 휩싸이기도 하고  기묘한 신경전을 벌이기도 하지만  우여곡절 끝에 목적지에 도착하게 된다.  그놈은 나와 헤어진 뒤 예상대로 아내가 혼자 있는 집으로 향한다.  현장을 목격한 나는 이 둘을 덮쳐 요절을 내려 하지만  소심하기에 뜻을 이루지 못한다.  결국 그놈의 택시를 훔쳐타고 그놈의 부인이 있는 서울로 향한다.  나라고 가만히 있을 수 없지...",2007-04-26,92,드라마,https://image.tmdb.org/t/p/w500/wofAFZBI3kZdSK0E5x3B85p6W9T.jpg,4.429,1.0068,MOVIE
아는 여자,"한때 잘 나가던 투수였지만 현재는 프로야구 2군에 소속된 별볼일 없는 외야수 동치성. 애인에게 갑작스런 이별을 통고 받은 날, 설상가상으로 3개월 시한부 판정까지 받는다. 희망이 보이지 않는 현실을 비관하며 치성은 술을 들이붓고, 다음 날 여관에서 깨어나 전날 방문한 바의 바텐더 한이연을 마주한다. 징그럽게 안 풀리는 그에게 그냥 알던 여자가 날아든다.",2004-06-25,107,"로맨스, 코미디",https://image.tmdb.org/t/p/w500/4UTndEY587vby9RYGU0Jn0dgsmX.jpg,6.7,1.2029,MOVIE
아라한 장풍 대작전,"고층 빌딩에 아슬아슬하게 매달려 유리를 닦는 청소부, 무거운 보따리를 자유자재로 이고 다니는 할머니, 아무도 모르게 거대한 도심 속에 평화를 유지하는 도인들이 살고 있다. 한 분야에서 오랫동안 자신의 기를 갈고 닦은 생활 도인들, 보이지 않는 곳에서 이루어지는 이들의 활약이 세상을 평화롭게 이끌고 있다는데......",2004-04-30,114,"판타지, 액션, 코미디, 스릴러",https://image.tmdb.org/t/p/w500/m6CELNSkBCugSxEF24jaa0IDgXM.jpg,6.604,2.7756,MOVIE
아버지가방에들어가신다!,아버지가 식물인간이 되었다. 딸은 아버지의 기억이 담긴 로봇을 가방에 넣고 함께 다닌다. 아직은 어색한 딸과 로봇 아버지의 이야기!,2019-06-29,17,"드라마, SF",https://image.tmdb.org/t/p/w500/6jVk91dKlY9DXmBUhKFKNN2hTXd.jpg,6.5,1.2491,MOVIE
아부쟁이,고3 평균 나이 26.5세  전국구 조폭들이 졸업장을 위해 모여드는 풍랑고.  의기양양하게 등교한 전직 일진 전학생 ‘박건’은  레벨이 다른 약육강식의 현실에 무릎 꿇고  큰 형님 ‘태산’을 보필하는 ‘아부쟁이’가 되기로 결심하는데…  약.육.강.식 먹이사슬 최하위!  약자 오브 약자의 극한 생존기가 시작된다.,2022-06-16,91,액션,https://image.tmdb.org/t/p/w500/6xPAGFuLKSCrfwUQVbV52W7anCf.jpg,4.5,0.7193,MOVIE
아빠가 여자를 좋아해,"29년 핸섬했던(?) 과거 싹~ 고친 미모의 포토그래퍼 ‘손지현’은 영화 스틸 촬영과 개인전 준비까지 앞둔 잘나가는 매력녀! 이런 ‘지현’을 오매불망 바라보는 특수분장사 ‘준서’의 애정공세는 하루하루 버라이어티 해져만 간다.  ‘준서’와의 달콤한 로맨스가 무르익던 어느 날, 친아빠를 찾아 가출한 ‘유빈’이란 녀석이 난데없이 집을 찾아오고, 녀석이 내민 아빠 이름 석 자는 바로 손.지.현!  “헉! 내가… 아빠…라고?”  미녀인생 7년, 아빠 변신 7일! 일단 고모라고 둘러대고 녀석을 돌려 보내려 하지만, 아빠를 만나려고 가출까지 했다는 ‘유빈’에겐 안 통한다. 게다가 녀석의 엄마와 새아빠는 출장 중! 별 수 없이 7일 동안만 버텨보기로 한 ‘지현’은 ‘아빠’ 변장을 시도, 세상에 둘도 없는 ‘미녀아빠’가 된다.  그러나, 어설픈 콧수염에 빵점 짜리 운동신경, 자꾸 튀어나오는 여자말투를 가진 친아빠가 ‘유빈’은 영 수상하고, 어느 순간부터 데이트를 피하는 지현 때문에 남친 ‘준서’의 의심은 커져만 간다.  ‘유빈’과 ‘준서’ 두 남자 사이, 들키기 전에 이 위기에서 벗어나야 하지만 웬일인지 지현은 버릇마저 똑 같은 유빈과 슬슬 정이 들어가는데… 유빈을 뺏기자니 뭔가 허전하고, 아빠로 살기엔 핑크빛 인생이 너무 아깝다!  남자만 ‘아빠’ 하란 법 있어?  2010년 1월, 미녀아빠가 온다!",2010-01-14,113,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/3b4PGABkQrUN5nyH8Vn9bTWUchT.jpg,5.8,1.3572,MOVIE
아빠는 딸,"딸이 꿈꾸던 첫 데이트가 현실이 되던 찰나,  아빠가 절실한 승진의 기회를 잡나 싶던 그때  두 사람의 몸이 바뀌는 청천벽력 같은 일이 벌어진다!  서로의 몸으로 살아야 하는 아빠와 딸.  첫사랑 사수 vs 직장 사수를 위해  상상을 초월한 노력을 하지만 상황은 오히려 꼬여만 가고,  사생활은 물론 마음까지 엿보게 되면서 서로 몰랐던 점을 점점 알아가게 되는데...",2017-04-12,115,"판타지, 드라마, 코미디",https://image.tmdb.org/t/p/w500/NPyLWVB3U8HWPNTMUOJ0TIqW9U.jpg,7.2,1.8034,MOVIE
아수라,"강력계 형사 한도경은 이권과 성공을 위해 각종 범죄를 저지르는 악덕시장 박성배의 뒷일을 처리해주는 대가로 돈을 받는다. 악에 계속 노출되는 사이,  말기 암 환자인 아내의 병원비를 핑계로 돈 되는 건 뭐든 하는 악인의 길로 들어서게 된 한도경. 그의 약점을 쥔 독종 검사 김차인과 검찰 수사관 도창학은 그를 협박하고 이용해 박성배의 비리와 범죄 혐의를 캐려 한다. 각자의 이익과 목적을 위해 한도경의 목을 짓누르는 검찰과 박성배. 그 사이 태풍의 눈처럼 되어 버린 한도경은, 자신을 친형처럼 따르는 후배 형사 문선모를  박성배의 수하로 들여보내고, 살아남기 위해 혈안이 된 나쁜 놈들 사이에서 서로 물지 않으면 물리는 지옥도가 펼쳐진다.",2016-09-28,132,"액션, 범죄, 스릴러",https://image.tmdb.org/t/p/w500/hrkpHTjBeuEaxNJetjCPtNsi5bv.jpg,6.808,4.7276,MOVIE
아워 바디,8년 차 행정고시생 자영. 번번이 시험에 떨어지면서 공부와 삶에 모두 지쳐버린 그녀 앞에 달리는 여자 현주가 나타난다. 현주처럼 되고 싶다는 욕망으로 생애 처음 달리기를 시작한 자영은 타인의 시선에서 자유로워지며 조금씩 삶의 활기를 찾아가는데...,2018-10-05,94,드라마,https://image.tmdb.org/t/p/w500/cvnzSVYoswrt9IA3V7C86LtMUgi.jpg,5.4,0.9324,MOVIE
아이 캔 스피크,"온 동네를 휘저으며 무려 8천 건에 달하는 민원을 넣어 도깨비 할매라고 불리는 옥분. 20여 년간 누구도 막을 수 없었던 그녀 앞에 원칙주의 9급 공무원 민재가 나타나면서 팽팽한 긴장감이 흐른다. 민원 접수만큼이나 열심히 공부하던 영어가 좀처럼 늘지 않아 의기소침한 옥분은 원어민 수준의 영어를 구사하는 민재를 본 후 선생님이 되어 달라며 시간과 장소를 불문하고 부탁하기에 이른다. 둘만의 특별한 거래를 통해 결코 어울리지 않을 것 같았던 두 사람의 영어 수업이 시작되고, 함께하는 시간이 계속 될수록 서로를 이해하고 소통하게 되면서 친구이자 가족이 되어 간다. 옥분이 영어 공부에 매달리는 이유가 내내 궁금하던 민재는 어느 날, 그녀가 영어로 꼭 하고 싶은 말이 있다는 것을 알게 되는데…",2017-09-21,119,"드라마, 코미디",https://image.tmdb.org/t/p/w500/mGrQx2zffkconsCrxeZ1sHkCBjb.jpg,7.875,1.5948,MOVIE
아이윌 송,"더 이상 노래를 할 수 없게 된 무명가수 물결은 주체할 수 없는 슬픔을 안고 무작정 안동으로 떠난다. 여행지에서 우연히 물결을 만난 영화감독 바람은 어째선지 그녀가 못내 신경이 쓰여 자꾸만 주위를 맴돈다. 그렇게, 소중한 꿈만 좇아 바쁘게만 달려온 이들은 어느덧 서로의 상처와 아픔을 공유하며 마음을 열기 시작하는데…",2021-07-01,98,드라마,https://image.tmdb.org/t/p/w500/jnTijDfuw4OKb97tObNhAqXBLGH.jpg,4,0.6139,MOVIE
아파트,"밤 9시 56분, 건너편 아파트에 동시에 불이 꺼졌다. 그리고 다음 날, 잔인하게 죽은 시체가 발견되었다. 이를 바라보고 있던 단 한 사람 세진. 화려하지만 차가운 자신만의 공간에 살고 있는 그녀는 우연히 이 사건을 목격한다. 그리고 발견한 죽음의 법칙! 불이 꺼진 집 중 한 사람은 다음날 예고된 듯 반드시 죽음을 맞이하는 것. 이 불가해한 현상을 지켜본 세진은 더 이상의 희생을 막기 위해 사건에 개입하게 되는데… 공포가 살아 숨쉬는 아파트! 문이 열리는 순간, 아파트의 소름 끼치는 비밀이 밝혀진다! 죽은 이들에게서 공통적으로 발견된 어느 한 집의 열쇠! 101, 102호.. 모든 아파트에 열쇠를 맞춰 보는데… 마침내 한 곳에서 ‘딸깍’ 문이 열린다. 그리고 밝혀지는 끔찍하고도 잔인한 비밀! 이제 아파트는 세진과 주민들을 둘러싼 그 참혹한 공포의 비밀을 밝히는데…",2006-07-06,90,"공포, 스릴러",https://image.tmdb.org/t/p/w500/xQYrIauGewtRi1FzNwYyBKE3i9w.jpg,5.7,1.3614,MOVIE
